# Eternity ties in Pattern, Forground, Background format
# Corner Tiles
M,200,110608,070408,050204,050305
M,201,090602,050305,050204,100105
M,202,070205,090201,050204,100105
M,203,090506,110608,050204,090602
M,204,090506,050305,050204,090602
M,205,100105,070408,050204,090602
M,206,070205,090602,050204,090602
M,207,070205,090201,070408,070408
M,208,110608,070205,070408,060304
M,209,050305,100406,070408,060304
M,210,060304,110608,070408,090201
M,211,100105,100406,070408,090201
M,212,070408,100105,070408,100406
M,213,050305,050305,070408,060201
M,214,070408,110703,070408,090506
M,215,060201,070205,070408,090506
M,216,070205,090602,070408,090506
M,217,110608,100406,070408,110703
M,218,060201,090506,070408,100105
M,219,060304,060201,070408,090602
M,220,060304,100105,070408,070205
M,221,090602,090602,070408,070205
M,222,090602,070205,070408,070205
M,223,090506,070205,060304,060304
M,224,110703,090201,060304,060304
M,225,100105,100406,060304,060304
M,226,110608,100406,060304,090201
M,227,090506,090506,060304,090201
M,228,110608,050305,060304,060201
M,229,090201,070205,060304,110703
M,230,100105,050305,060304,110703
M,231,090506,110703,060304,050305
M,232,090506,090602,060304,050305
M,233,110608,110703,110608,110608
M,234,100105,060201,110608,090201
M,235,090201,060201,110608,060201
M,236,090201,110703,110608,060201
M,237,090506,100406,110608,060201
M,238,060201,100105,110608,090506
M,239,100406,070205,110608,110703
M,240,090602,100406,110608,110703
M,241,090201,090602,110608,050305
M,242,060201,090602,110608,050305
M,243,100406,090506,090201,100406
M,244,110703,050305,090201,100406
M,245,070205,110703,090201,060201
M,246,100105,070205,090201,090602
M,247,090602,070205,100406,100406
M,248,090506,060201,100406,060201
M,249,060201,090602,100406,090506
M,250,100105,090602,100406,110703
M,251,070205,050305,060201,060201
M,252,050305,090506,060201,090506
M,253,100105,110703,090506,050305
M,254,090602,100105,110703,100105
M,255,100105,070205,110703,070205
M,256,090602,070205,050305,070205

